物件名,カテゴリー,住所,最寄駅0,最寄駅1,最寄駅2,築年数,構造,階数,賃料,管理費,敷金,礼金,間取り,面積
レジディア御茶ノ水II,賃貸マンション,東京都千代田区外神田２,ＪＲ中央線/御茶ノ水駅 歩7分,ＪＲ山手線/秋葉原駅 歩7分,ＪＲ山手線/神田駅 歩13分,築8年,10階建,9階,23万円,15000円,23万円,23万円,2LDK,50.6m2
レジディア御茶ノ水II,賃貸マンション,東京都千代田区外神田２,ＪＲ中央線/御茶ノ水駅 歩7分,ＪＲ山手線/秋葉原駅 歩7分,ＪＲ山手線/神田駅 歩13分,築8年,10階建,9階,23.6万円,15000円,23.6万円,23.6万円,2LDK,50.6m2
コンシェリア目黒　ＴＨＥ　ＲＥＳＩＤＥＮＣＥ,賃貸マンション,東京都目黒区目黒１,ＪＲ山手線/目黒駅 歩5分,東京メトロ日比谷線/恵比寿駅 歩19分,東急目黒線/不動前駅 歩19分,築6年,6階建,1階,12.5万円,18000円,-,-,1K,27m2
コンシェリア目黒　ＴＨＥ　ＲＥＳＩＤＥＮＣＥ,賃貸マンション,東京都目黒区目黒１,ＪＲ山手線/目黒駅 歩5分,東京メトロ日比谷線/恵比寿駅 歩19分,東急目黒線/不動前駅 歩19分,築6年,6階建,2階,12.6万円,18000円,-,-,1K,27m2
コンシェリア目黒　ＴＨＥ　ＲＥＳＩＤＥＮＣＥ,賃貸マンション,東京都目黒区目黒１,ＪＲ山手線/目黒駅 歩5分,東京メトロ日比谷線/恵比寿駅 歩19分,東急目黒線/不動前駅 歩19分,築6年,6階建,4階,13.8万円,12000円,-,-,1K,27m2
コンシェリア目黒　ＴＨＥ　ＲＥＳＩＤＥＮＣＥ,賃貸マンション,東京都目黒区目黒１,ＪＲ山手線/目黒駅 歩5分,東京メトロ日比谷線/恵比寿駅 歩19分,東急目黒線/不動前駅 歩19分,築6年,6階建,6階,25万円,18000円,-,25万円,2LDK,54m2
コンシェリア目黒　ＴＨＥ　ＲＥＳＩＤＥＮＣＥ,賃貸マンション,東京都目黒区目黒１,ＪＲ山手線/目黒駅 歩5分,東京メトロ日比谷線/恵比寿駅 歩19分,東急目黒線/不動前駅 歩19分,築6年,6階建,6階,25.7万円,18000円,-,25.7万円,2LDK,54m2
ＪＲ中央線 高円寺駅 4階建 築2年,賃貸マンション,東京都中野区大和町１,ＪＲ中央線/高円寺駅 歩7分,西武新宿線/野方駅 歩15分,東京メトロ丸ノ内線/新高円寺駅 歩21分,築2年,4階建,3階,15.2万円,-,-,-,1LDK,36.53m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,2階,12.5万円,10000円,12.5万円,12.5万円,1DK,25.2m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,2階,12.7万円,10000円,12.7万円,12.7万円,1DK,26.77m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,3階,12.8万円,10000円,12.8万円,12.8万円,1DK,25.2m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,4階,12.9万円,10000円,12.9万円,12.9万円,1DK,27.45m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,2階,12.7万円,12000円,12.7万円,12.7万円,1DK,26.77m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,5階,13万円,10000円,13万円,13万円,1DK,27.45m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,3階,12.8万円,12000円,12.8万円,12.8万円,1DK,26.77m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,6階,13.1万円,10000円,13.1万円,13.1万円,1DK,27.45m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,7階,13.3万円,10000円,13.3万円,13.3万円,1DK,27.45m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,7階,13.3万円,10000円,13.3万円,13.3万円,1DK,26.77m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,2階,13.8万円,12000円,13.8万円,13.8万円,1DK,30.09m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,3階,13.9万円,12000円,13.9万円,13.9万円,1DK,30.09m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,3階,13.9万円,12000円,13.9万円,13.9万円,1LDK,29.92m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,4階,14万円,12000円,14万円,14万円,1LDK,29.92m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,5階,14.1万円,12000円,14.1万円,14.1万円,1DK,30.09m2
イプセ目黒中町,賃貸マンション,東京都目黒区中町２,東急東横線/祐天寺駅 歩7分,東急東横線/学芸大学駅 歩10分,東京メトロ日比谷線/中目黒駅 歩17分,新築,7階建,5階,14.1万円,12000円,14.1万円,14.1万円,1LDK,29.92m2
パレステュディオ九段　北の丸,賃貸マンション,東京都千代田区九段南２,東京メトロ半蔵門線/九段下駅 歩8分,東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩10分,築19年,10階建,4階,9万円,9000円,-,-,1K,23.1m2
パレステュディオ九段　北の丸,賃貸マンション,東京都千代田区九段南２,東京メトロ半蔵門線/九段下駅 歩8分,東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩10分,築19年,10階建,4階,9万円,15000円,-,9万円,1K,22.4m2
パレステュディオ九段　北の丸,賃貸マンション,東京都千代田区九段南２,東京メトロ半蔵門線/九段下駅 歩8分,東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩10分,築19年,10階建,4階,9.5万円,15000円,9.5万円,9.5万円,1K,23.1m2
パレステュディオ九段　北の丸,賃貸マンション,東京都千代田区九段南２,東京メトロ半蔵門線/九段下駅 歩8分,東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩10分,築19年,10階建,6階,10.3万円,10000円,-,-,1K,25.61m2
パレステュディオ九段　北の丸,賃貸マンション,東京都千代田区九段南２,東京メトロ半蔵門線/九段下駅 歩8分,東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩10分,築19年,10階建,1階,11万円,5000円,-,-,1K,25.61m2
パレステュディオ九段　北の丸,賃貸マンション,東京都千代田区九段南２,東京メトロ半蔵門線/九段下駅 歩8分,東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩10分,築19年,10階建,3階,10.7万円,9000円,10.7万円,-,1K,26.8m2
パレステュディオ九段　北の丸,賃貸マンション,東京都千代田区九段南２,東京メトロ半蔵門線/九段下駅 歩8分,東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩10分,築19年,10階建,2階,10.8万円,10500円,-,10.8万円,1K,23.1m2
パレステュディオ九段　北の丸,賃貸マンション,東京都千代田区九段南２,東京メトロ半蔵門線/九段下駅 歩8分,東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩10分,築19年,10階建,2階,11万円,10500円,-,11万円,1K,23.1m2
パレステュディオ九段　北の丸,賃貸マンション,東京都千代田区九段南２,東京メトロ半蔵門線/九段下駅 歩8分,東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩10分,築19年,10階建,2階,14.65万円,12000円,-,14.65万円,1LDK,38m2
パレステュディオ九段　北の丸,賃貸マンション,東京都千代田区九段南２,東京メトロ半蔵門線/九段下駅 歩8分,東京メトロ有楽町線/市ケ谷駅 歩8分,東京メトロ半蔵門線/半蔵門駅 歩10分,築19年,10階建,7階,15.8万円,12000円,-,-,1LDK,42.26m2
東京メトロ千代田線 綾瀬駅 8階建 築8年,賃貸マンション,東京都足立区綾瀬３,東京メトロ千代田線/綾瀬駅 歩3分,つくばエクスプレス/青井駅 歩16分,東武伊勢崎線/小菅駅 歩19分,築8年,8階建,7階,12.5万円,12000円,-,-,1LDK,43.6m2
プリメーラカーサ,賃貸マンション,東京都墨田区亀沢３,都営大江戸線/両国駅 歩7分,ＪＲ総武線/両国駅 歩13分,ＪＲ総武線/錦糸町駅 歩11分,築16年,8階建,2階,8.2万円,-,8.2万円,8.2万円,1K,23.94m2
プリメーラカーサ,賃貸マンション,東京都墨田区亀沢３,都営大江戸線/両国駅 歩7分,ＪＲ総武線/両国駅 歩13分,ＪＲ総武線/錦糸町駅 歩11分,築16年,8階建,5階,8.6万円,-,8.6万円,8.6万円,1K,25.46m2
プリメーラカーサ,賃貸マンション,東京都墨田区亀沢３,都営大江戸線/両国駅 歩7分,ＪＲ総武線/両国駅 歩13分,ＪＲ総武線/錦糸町駅 歩11分,築16年,8階建,4階,14.1万円,-,14.1万円,14.1万円,1LDK,51.56m2
フィロス,賃貸アパート,東京都葛飾区細田４,京成本線/京成小岩駅 歩13分,京成本線/京成高砂駅 歩16分,北総線/新柴又駅 歩17分,築14年,2階建,1階,9.8万円,5000円,-,4.9万円,2DK,50.28m2
フィロス,賃貸アパート,東京都葛飾区細田４,京成本線/京成小岩駅 歩13分,京成本線/京成高砂駅 歩16分,北総線/新柴又駅 歩17分,築14年,2階建,2階,10万円,5000円,-,5万円,2DK,50.28m2
パレソレイユ東京日本橋,賃貸マンション,東京都中央区新川１,東京メトロ日比谷線/茅場町駅 歩6分,ＪＲ京葉線/八丁堀駅 歩4分,東京メトロ半蔵門線/水天宮前駅 歩12分,築18年,11階建,3階,15.3万円,12000円,15.3万円,-,1LDK,43.12m2
パレソレイユ東京日本橋,賃貸マンション,東京都中央区新川１,東京メトロ日比谷線/茅場町駅 歩6分,ＪＲ京葉線/八丁堀駅 歩4分,東京メトロ半蔵門線/水天宮前駅 歩12分,築18年,11階建,4階,15.5万円,10000円,15.5万円,15.5万円,1LDK,43.12m2
パレソレイユ東京日本橋,賃貸マンション,東京都中央区新川１,東京メトロ日比谷線/茅場町駅 歩6分,ＪＲ京葉線/八丁堀駅 歩4分,東京メトロ半蔵門線/水天宮前駅 歩12分,築18年,11階建,11階,15.3万円,12000円,15.3万円,-,1LDK,43.12m2
パレソレイユ東京日本橋,賃貸マンション,東京都中央区新川１,東京メトロ日比谷線/茅場町駅 歩6分,ＪＲ京葉線/八丁堀駅 歩4分,東京メトロ半蔵門線/水天宮前駅 歩12分,築18年,11階建,4階,15.5万円,10000円,15.5万円,15.5万円,1LDK,43.12m2
ラ・ブークル,賃貸マンション,東京都墨田区押上２,東京メトロ半蔵門線/押上駅 歩3分,東武伊勢崎線/とうきょうスカイツリー駅 歩3分,都営浅草線/本所吾妻橋駅 歩10分,新築,9階建,1階,11.1万円,8000円,11.1万円,11.1万円,1LDK,29.03m2
ラ・ブークル,賃貸マンション,東京都墨田区押上２,東京メトロ半蔵門線/押上駅 歩3分,東武伊勢崎線/とうきょうスカイツリー駅 歩3分,都営浅草線/本所吾妻橋駅 歩10分,新築,9階建,2階,11.4万円,8000円,11.4万円,11.4万円,1LDK,29.03m2
ラ・ブークル,賃貸マンション,東京都墨田区押上２,東京メトロ半蔵門線/押上駅 歩3分,東武伊勢崎線/とうきょうスカイツリー駅 歩3分,都営浅草線/本所吾妻橋駅 歩10分,新築,9階建,2階,11.4万円,8000円,11.4万円,11.4万円,1LDK,29.03m2
ラ・ブークル,賃貸マンション,東京都墨田区押上２,東京メトロ半蔵門線/押上駅 歩3分,東武伊勢崎線/とうきょうスカイツリー駅 歩3分,都営浅草線/本所吾妻橋駅 歩10分,新築,9階建,3階,11.5万円,8000円,11.5万円,11.5万円,1LDK,29.03m2
ラ・ブークル,賃貸マンション,東京都墨田区押上２,東京メトロ半蔵門線/押上駅 歩3分,東武伊勢崎線/とうきょうスカイツリー駅 歩3分,都営浅草線/本所吾妻橋駅 歩10分,新築,9階建,3階,11.5万円,8000円,11.5万円,11.5万円,1LDK,29.03m2
ラ・ブークル,賃貸マンション,東京都墨田区押上２,東京メトロ半蔵門線/押上駅 歩3分,東武伊勢崎線/とうきょうスカイツリー駅 歩3分,都営浅草線/本所吾妻橋駅 歩10分,新築,9階建,4階,11.6万円,8000円,11.6万円,11.6万円,1LDK,29.03m2
ラ・ブークル,賃貸マンション,東京都墨田区押上２,東京メトロ半蔵門線/押上駅 歩3分,東武伊勢崎線/とうきょうスカイツリー駅 歩3分,都営浅草線/本所吾妻橋駅 歩10分,新築,9階建,5階,11.7万円,8000円,11.7万円,11.7万円,1LDK,29.03m2
ラ・ブークル,賃貸マンション,東京都墨田区押上２,東京メトロ半蔵門線/押上駅 歩3分,東武伊勢崎線/とうきょうスカイツリー駅 歩3分,都営浅草線/本所吾妻橋駅 歩10分,新築,9階建,6階,11.8万円,8000円,11.8万円,11.8万円,1LDK,29.03m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,2階,15.5万円,10000円,15.5万円,-,1LDK,30.81m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,4階,15.6万円,10000円,15.6万円,-,1LDK,31.48m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,3階,15.6万円,10000円,15.6万円,-,1LDK,30.81m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,4階,15.8万円,10000円,15.8万円,-,1LDK,30.81m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,2階,21.2万円,10000円,21.2万円,-,1LDK,42.4m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,2階,21.2万円,10000円,21.2万円,-,1LDK,42.4m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,3階,21.3万円,10000円,21.3万円,-,1LDK,42.4m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,3階,21.3万円,10000円,21.3万円,-,1LDK,42.4m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,4階,21.5万円,10000円,21.5万円,-,1LDK,42.4m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,2階,21.5万円,10000円,21.5万円,-,1LDK,42.4m2
コモド目黒東山,賃貸マンション,東京都目黒区東山３,東急田園都市線/池尻大橋駅 歩3分,京王井の頭線/駒場東大前駅 歩18分,京王井の頭線/神泉駅 歩18分,新築,6階建,6階,29.2万円,10000円,29.2万円,29.2万円,2LDK,56.43m2
アゼリア上鷺　B,賃貸アパート,東京都中野区上鷺宮１,西武新宿線/鷺ノ宮駅 歩9分,西武池袋線/中村橋駅 歩14分,西武新宿線/都立家政駅 歩13分,築5年,2階建,1階,12.2万円,5000円,6.1万円,6.1万円,1LDK,40.45m2
西武新宿線 鷺ノ宮駅 2階建 築5年,賃貸アパート,東京都中野区上鷺宮１,西武新宿線/鷺ノ宮駅 歩9分,西武池袋線/中村橋駅 歩14分,西武新宿線/都立家政駅 歩13分,築5年,2階建,1階,12.2万円,5000円,6.1万円,6.1万円,1LDK,40.45m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,1階,6.8万円,20000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,4階,6.9万円,20000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,1階,7.95万円,10000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,1階,7.95万円,10000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,1階,7.95万円,10000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,1階,7.95万円,10000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,1階,7.95万円,10000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,2階,7万円,20000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,1階,7.1万円,20000円,-,-,1DK,27.03m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,2階,8.1万円,10000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,3階,7.9万円,12000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,2階,8.1万円,10000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,3階,8.35万円,8000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,3階,7.65万円,15000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,3階,7.15万円,20000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,3階,8.15万円,10000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,2階,8.2万円,10000円,-,-,1DK,27.03m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,4階,7.2万円,20000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,4階,8.2万円,10000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,4階,8.2万円,10000円,-,-,1DK,25.33m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,4階,8.25万円,10000円,-,-,1DK,27.56m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,4階,8.25万円,10000円,-,-,1DK,27.56m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,1階,14.9万円,15000円,-,14.9万円,2LDK,56.02m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,2階,15.1万円,15000円,-,30.2万円,2LDK,56.02m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,3階,15.2万円,15000円,-,30.4万円,2LDK,56.02m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,4階,15.3万円,15000円,-,30.6万円,2LDK,56.02m2
ベルシード板橋蓮根アンベリール,賃貸マンション,東京都板橋区坂下３,都営三田線/蓮根駅 歩7分,都営三田線/西台駅 歩11分,ＪＲ埼京線/浮間舟渡駅 歩18分,新築,4階建,2階,15.6万円,20000円,-,-,2LDK,58.35m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,7階,10.3万円,12500円,-,10.3万円,ワンルーム,31.22m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,8階,11.6万円,-,23.2万円,11.6万円,ワンルーム,31.03m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,5階,10.5万円,12500円,-,10.5万円,ワンルーム,33.41m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,6階,10.5万円,12500円,-,10.5万円,1K,33.02m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,6階,10.5万円,12500円,-,10.5万円,ワンルーム,33.02m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,6階,10.5万円,12500円,-,10.5万円,ワンルーム,32.66m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,6階,10.5万円,12500円,-,10.5万円,ワンルーム,32.66m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,4階,10.6万円,12500円,-,10.6万円,ワンルーム,33.02m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,4階,10.6万円,12500円,-,10.6万円,ワンルーム,33.02m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,7階,10.6万円,12500円,-,10.6万円,ワンルーム,32.66m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,6階,10.6万円,12500円,-,10.6万円,ワンルーム,31.22m2
プラウドタワー小岩ファースト,賃貸マンション,東京都江戸川区南小岩６,ＪＲ総武線/小岩駅 歩1分,,,新築,22階建,8階,11.9万円,-,23.8万円,11.9万円,ワンルーム,32.13m2
